,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_status
39194,2017-09-05,Algeria,Zambia,0,1,FIFA World Cup qualification,Constantine,Algeria,False,2
39195,2017-09-05,Argentina,Venezuela,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,False,2
39196,2017-09-05,Australia,Thailand,2,1,FIFA World Cup qualification,Melbourne,Australia,False,2
39197,2017-09-05,Austria,Georgia,1,1,FIFA World Cup qualification,Vienna,Austria,False,2
39198,2017-09-05,Bahrain,Chinese Taipei,5,0,AFC Asian Cup qualification,Riffa,Bahrain,False,2
39199,2017-09-05,Bhutan,Palestine,0,2,AFC Asian Cup qualification,Thimphu,Bhutan,False,2
39200,2017-09-05,Bolivia,Chile,1,0,FIFA World Cup qualification,La Paz,Bolivia,False,2
39201,2017-09-05,Burkina Faso,Senegal,2,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,2
39202,2017-09-05,Cambodia,Vietnam,1,2,AFC Asian Cup qualification,Phnom Penh,Cambodia,False,2
39203,2017-09-05,Colombia,Brazil,1,1,FIFA World Cup qualification,Barranquilla,Colombia,False,2
39204,2017-09-05,Congo,Ghana,1,5,FIFA World Cup qualification,Brazzaville,Congo,False,2
39206,2017-09-05,Costa Rica,Mexico,1,1,FIFA World Cup qualification,San José,Costa Rica,False,2
39207,2017-09-05,Ecuador,Peru,0,2,FIFA World Cup qualification,Quito,Ecuador,False,2
39208,2017-09-05,Egypt,Uganda,1,0,FIFA World Cup qualification,Alexandria,Egypt,False,2
39210,2017-09-05,Iceland,Ukraine,2,0,FIFA World Cup qualification,Reykjavík,Iceland,False,2
39212,2017-09-05,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification,Amman,Jordan,True,2
39213,2017-09-05,Republic of Ireland,Serbia,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
39214,2017-09-05,Italy,Israel,1,0,FIFA World Cup qualification,Reggio Emilia,Italy,False,2
39216,2017-09-05,Jordan,Afghanistan,4,1,AFC Asian Cup qualification,Amman,Jordan,False,2
39218,2017-09-05,Kosovo,Finland,0,1,FIFA World Cup qualification,Shkodër,Albania,True,2
39219,2017-09-05,Liechtenstein,Spain,0,8,FIFA World Cup qualification,Vaduz,Liechtenstein,False,2
39220,2017-09-05,Macau,India,0,2,AFC Asian Cup qualification,Macau,Macau,False,2
39222,2017-09-05,Malaysia,Hong Kong,1,1,AFC Asian Cup qualification,Paya Rumput,Malaysia,False,2
39223,2017-09-05,Mali,Morocco,0,0,FIFA World Cup qualification,Bamako,Mali,False,2
39224,2017-09-05,Mauritania,Niger,0,2,Friendly,Agadir,Morocco,True,2
39225,2017-09-05,Moldova,Wales,0,2,FIFA World Cup qualification,Chișinău,Moldova,False,2
39226,2017-09-05,Nepal,Tajikistan,1,2,AFC Asian Cup qualification,Lalitpur,Nepal,False,2
39227,2017-09-05,Oman,Maldives,5,0,AFC Asian Cup qualification,Muscat,Oman,False,2
39228,2017-09-05,Panama,Trinidad and Tobago,3,0,FIFA World Cup qualification,Panama City,Panama,False,2
39229,2017-09-05,Paraguay,Uruguay,1,2,FIFA World Cup qualification,Asunción,Paraguay,False,2
39230,2017-09-05,Philippines,Yemen,2,2,AFC Asian Cup qualification,Bacolod,Philippines,False,2
39231,2017-09-05,Qatar,China PR,1,2,FIFA World Cup qualification,Doha,Qatar,False,2
39232,2017-09-05,Saudi Arabia,Japan,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,2
39233,2017-09-05,Singapore,Turkmenistan,1,1,AFC Asian Cup qualification,Kallang,Singapore,False,2
39234,2017-09-05,Solomon Islands,New Zealand,2,2,FIFA World Cup qualification,Honiara,Solomon Islands,False,2
39236,2017-09-05,Turkey,Croatia,1,0,FIFA World Cup qualification,Eskişehir,Turkey,False,2
39238,2017-10-02,Macau,Laos,3,1,Friendly,Macau,Macau,False,2
39239,2017-10-05,Argentina,Peru,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2
39240,2017-10-05,Armenia,Poland,1,6,FIFA World Cup qualification,Yerevan,Armenia,False,2
39241,2017-10-05,Azerbaijan,Czech Republic,1,2,FIFA World Cup qualification,Baku,Azerbaijan,False,2
39242,2017-10-05,Bolivia,Brazil,0,0,FIFA World Cup qualification,La Paz,Bolivia,False,2
39244,2017-10-05,Chile,Ecuador,2,1,FIFA World Cup qualification,Santiago,Chile,False,2
39245,2017-10-05,Colombia,Paraguay,1,2,FIFA World Cup qualification,Barranquilla,Colombia,False,2
39246,2017-10-05,England,Slovenia,1,0,FIFA World Cup qualification,London,England,False,2
39247,2017-10-05,Hong Kong,Laos,4,0,Friendly,Kowloon,Hong Kong,False,2
39249,2017-10-05,Iraq,Kenya,2,1,Friendly,Basra,Iraq,False,2
39250,2017-10-05,Malta,Lithuania,1,1,FIFA World Cup qualification,Attard,Malta,False,2
39251,2017-10-05,Montenegro,Denmark,0,1,FIFA World Cup qualification,Podgorica,Montenegro,False,2
39252,2017-10-05,Northern Ireland,Germany,1,3,FIFA World Cup qualification,Belfast,Northern Ireland,False,2
39253,2017-10-05,Qatar,Singapore,3,1,Friendly,Doha,Qatar,False,2
39254,2017-10-05,Romania,Kazakhstan,3,1,FIFA World Cup qualification,Ploieşti,Romania,False,2
39255,2017-10-05,San Marino,Norway,0,8,FIFA World Cup qualification,Serravalle,San Marino,False,2
39256,2017-10-05,Scotland,Slovakia,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,2
39257,2017-10-05,Syria,Australia,1,1,FIFA World Cup qualification,Paya Rumput,Malaysia,True,2
39258,2017-10-05,Chinese Taipei,Mongolia,4,2,Friendly,Taipei,Chinese Taipei,False,2
39259,2017-10-05,Venezuela,Uruguay,0,0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,2
39260,2017-10-06,Austria,Serbia,3,2,FIFA World Cup qualification,Vienna,Austria,False,2
39261,2017-10-06,Croatia,Finland,1,1,FIFA World Cup qualification,Rijeka,Croatia,False,2
39262,2017-10-06,Georgia,Wales,0,1,FIFA World Cup qualification,Tbilisi,Georgia,False,2
39263,2017-10-06,Republic of Ireland,Moldova,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
39265,2017-10-06,Japan,New Zealand,2,1,Friendly,Toyota,Japan,False,2
39266,2017-10-06,Kosovo,Ukraine,0,2,FIFA World Cup qualification,Shkodër,Albania,True,2
39267,2017-10-06,Liechtenstein,Israel,0,1,FIFA World Cup qualification,Vaduz,Liechtenstein,False,2
39269,2017-10-06,Mauritania,Comoros,0,1,Friendly,La Marsa,Tunisia,True,2
39270,2017-10-06,Mexico,Trinidad and Tobago,3,1,FIFA World Cup qualification,San Luis Potosí,Mexico,False,2
39271,2017-10-06,Spain,Albania,3,0,FIFA World Cup qualification,Alicante,Spain,False,2
39272,2017-10-06,Turkey,Iceland,0,3,FIFA World Cup qualification,Eskişehir,Turkey,False,2
39274,2017-10-07,Andorra,Portugal,0,2,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,2
39275,2017-10-07,Belarus,Netherlands,1,3,FIFA World Cup qualification,Barysaw,Belarus,False,2
39276,2017-10-07,Bosnia and Herzegovina,Belgium,3,4,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,2
39277,2017-10-07,Bulgaria,France,0,1,FIFA World Cup qualification,Sofia,Bulgaria,False,2
39278,2017-10-07,Cameroon,Algeria,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,2
39280,2017-10-07,Costa Rica,Honduras,1,1,FIFA World Cup qualification,San José,Costa Rica,False,2
39281,2017-10-07,Cyprus,Greece,1,2,FIFA World Cup qualification,Nicosia,Cyprus,False,2
39282,2017-10-07,Faroe Islands,Latvia,0,0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,2
39283,2017-10-07,Gibraltar,Estonia,0,6,FIFA World Cup qualification,Faro,Portugal,True,2
39284,2017-10-07,Grenada,Guyana,1,0,Friendly,St. George's,Grenada,False,2
39285,2017-10-07,Guinea,Tunisia,1,4,FIFA World Cup qualification,Conakry,Guinea,False,2
39287,2017-10-07,Morocco,Gabon,3,0,FIFA World Cup qualification,Casablanca,Morocco,False,2
39288,2017-10-07,Nigeria,Zambia,1,0,FIFA World Cup qualification,Uyo,Nigeria,False,2
39290,2017-10-07,Saudi Arabia,Jamaica,5,2,Friendly,Jeddah,Saudi Arabia,False,2
39291,2017-10-07,South Africa,Burkina Faso,3,1,FIFA World Cup qualification,Johannesburg,South Africa,False,2
39292,2017-10-07,Sweden,Luxembourg,8,0,FIFA World Cup qualification,Solna,Sweden,False,2
39293,2017-10-07,Switzerland,Hungary,5,2,FIFA World Cup qualification,Basel,Switzerland,False,2
39294,2017-10-07,Tanzania,Malawi,1,1,Friendly,Dar es Salaam,Tanzania,False,2
39295,2017-10-07,Uganda,Ghana,0,0,FIFA World Cup qualification,Kampala,Uganda,False,2
39296,2017-10-08,Czech Republic,San Marino,5,0,FIFA World Cup qualification,Plzeň,Czech Republic,False,2
39297,2017-10-08,Denmark,Romania,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,2
39298,2017-10-08,Egypt,Congo,2,1,FIFA World Cup qualification,Alexandria,Egypt,False,2
39299,2017-10-08,El Salvador,Canada,1,0,Friendly,Houston,United States,True,2
39300,2017-10-08,Germany,Azerbaijan,5,1,FIFA World Cup qualification,Kaiserslautern,Germany,False,2
39301,2017-10-08,Kazakhstan,Armenia,1,1,FIFA World Cup qualification,Astana,Kazakhstan,False,2
39302,2017-10-08,Lithuania,England,0,1,FIFA World Cup qualification,Vilnius,Lithuania,False,2
39303,2017-10-08,Norway,Northern Ireland,1,0,FIFA World Cup qualification,Oslo,Norway,False,2
39304,2017-10-08,Poland,Montenegro,4,2,FIFA World Cup qualification,Warsaw,Poland,False,2
39305,2017-10-08,Slovakia,Malta,3,0,FIFA World Cup qualification,Trnava,Slovakia,False,2
39306,2017-10-08,Slovenia,Scotland,2,2,FIFA World Cup qualification,Ljubljana,Slovenia,False,2
39307,2017-10-08,Thailand,Kenya,1,0,Friendly,Pak Kret,Thailand,False,2
39308,2017-10-09,Albania,Italy,0,1,FIFA World Cup qualification,Shkodër,Albania,False,2
39309,2017-10-09,Equatorial Guinea,Mauritius,3,1,Friendly,Bata,Equatorial Guinea,False,2
39310,2017-10-09,Finland,Turkey,2,2,FIFA World Cup qualification,Turku,Finland,False,2
39311,2017-10-09,Iceland,Kosovo,2,0,FIFA World Cup qualification,Reykjavík,Iceland,False,2
39312,2017-10-09,Israel,Spain,0,1,FIFA World Cup qualification,Jerusalem,Israel,False,2
39314,2017-10-09,Moldova,Austria,0,1,FIFA World Cup qualification,Chișinău,Moldova,False,2
39315,2017-10-09,Serbia,Georgia,1,0,FIFA World Cup qualification,Belgrade,Serbia,False,2
39316,2017-10-09,Ukraine,Croatia,0,2,FIFA World Cup qualification,Kyïv,Ukraine,False,2
39317,2017-10-09,Wales,Republic of Ireland,0,1,FIFA World Cup qualification,Cardiff,Wales,False,2
39318,2017-10-10,Afghanistan,Jordan,3,3,AFC Asian Cup qualification,Dushanbe,Tajikistan,True,2
39319,2017-10-10,Australia,Syria,2,1,FIFA World Cup qualification,Sydney,Australia,False,2
39320,2017-10-10,Belgium,Cyprus,4,0,FIFA World Cup qualification,Brussels,Belgium,False,2
39321,2017-10-10,Benin,Gabon,1,0,Friendly,Salon-de-Provence,France,True,2
39322,2017-10-10,Brazil,Chile,3,0,FIFA World Cup qualification,São Paulo,Brazil,False,2
39324,2017-10-10,Ecuador,Argentina,1,3,FIFA World Cup qualification,Quito,Ecuador,False,2
39325,2017-10-10,Estonia,Bosnia and Herzegovina,1,2,FIFA World Cup qualification,Tallinn,Estonia,False,2
39326,2017-10-10,France,Belarus,2,1,FIFA World Cup qualification,Saint-Denis,France,False,2
39327,2017-10-10,Greece,Gibraltar,4,0,FIFA World Cup qualification,Piraeus,Greece,False,2
39328,2017-10-10,Honduras,Mexico,3,2,FIFA World Cup qualification,San Pedro Sula,Honduras,False,2
39329,2017-10-10,Hong Kong,Malaysia,2,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,2
39330,2017-10-10,Hungary,Faroe Islands,1,0,FIFA World Cup qualification,Budapest,Hungary,False,2
39331,2017-10-10,Japan,Haiti,3,3,Friendly,Yokohama,Japan,False,2
39333,2017-10-10,Latvia,Andorra,4,0,FIFA World Cup qualification,Riga,Latvia,False,2
39335,2017-10-10,Luxembourg,Bulgaria,1,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False,2
39336,2017-10-10,Maldives,Oman,1,3,AFC Asian Cup qualification,Malé,Maldives,False,2
39337,2017-10-10,Netherlands,Sweden,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,2
39338,2017-10-10,Palestine,Bhutan,10,0,AFC Asian Cup qualification,Hebron,Palestine,False,2
39339,2017-10-10,Panama,Costa Rica,2,1,FIFA World Cup qualification,Panama City,Panama,False,2
39340,2017-10-10,Paraguay,Venezuela,0,1,FIFA World Cup qualification,Asunción,Paraguay,False,2
39341,2017-10-10,Peru,Colombia,1,1,FIFA World Cup qualification,Lima,Peru,False,2
39342,2017-10-10,Portugal,Switzerland,2,0,FIFA World Cup qualification,Lisbon,Portugal,False,2
39343,2017-10-10,Qatar,Curaçao,1,2,Friendly,Doha,Qatar,False,2
39345,2017-10-10,Saudi Arabia,Ghana,0,3,Friendly,Jeddah,Saudi Arabia,False,2
39346,2017-10-10,Chinese Taipei,Bahrain,2,1,AFC Asian Cup qualification,Taipei,Chinese Taipei,False,2
39347,2017-10-10,Tajikistan,Nepal,3,0,AFC Asian Cup qualification,Hisor,Tajikistan,False,2
39349,2017-10-10,Turkmenistan,Singapore,2,1,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False,2
39350,2017-10-10,Uruguay,Bolivia,4,2,FIFA World Cup qualification,Montevideo,Uruguay,False,2
39351,2017-10-10,Vietnam,Cambodia,5,0,AFC Asian Cup qualification,Hanoi,Vietnam,False,2
39352,2017-10-10,Yemen,Philippines,1,1,AFC Asian Cup qualification,al-Wakrah,Qatar,True,2
39353,2017-10-11,India,Macau,4,1,AFC Asian Cup qualification,Bangalore,India,False,2
39354,2017-10-24,Grenada,Panama,0,5,Friendly,St. George's,Grenada,False,2
39355,2017-10-28,Bermuda,Barbados,2,3,Friendly,Hamilton,Bermuda,False,2
39356,2017-11-08,Congo,Benin,1,1,Friendly,Brazzaville,Congo,False,2
39357,2017-11-08,Iceland,Czech Republic,1,2,Friendly,Doha,Qatar,True,2
39358,2017-11-08,Nicaragua,Dominican Republic,0,3,Friendly,Diriamba,Nicaragua,False,2
39359,2017-11-09,Armenia,Belarus,4,1,Friendly,Yerevan,Armenia,False,2
39361,2017-11-09,Croatia,Greece,4,1,FIFA World Cup qualification,Zagreb,Croatia,False,2
39362,2017-11-09,Finland,Estonia,3,0,Friendly,Helsinki,Finland,False,2
39363,2017-11-09,Hong Kong,Bahrain,0,2,Friendly,Kowloon,Hong Kong,False,2
39365,2017-11-09,Luxembourg,Hungary,2,1,Friendly,Luxembourg,Luxembourg,False,2
39366,2017-11-09,Northern Ireland,Switzerland,0,1,FIFA World Cup qualification,Belfast,Northern Ireland,False,2
39367,2017-11-09,Romania,Turkey,2,0,Friendly,Cluj,Romania,False,2
39368,2017-11-09,Scotland,Netherlands,0,1,Friendly,Aberdeen,Scotland,False,2
39369,2017-11-09,Singapore,Lebanon,0,1,Friendly,Kallang,Singapore,False,2
39370,2017-11-10,Algeria,Nigeria,3,0,FIFA World Cup qualification,Constantine,Algeria,False,2
39371,2017-11-10,Belgium,Mexico,3,3,Friendly,Brussels,Belgium,False,2
39372,2017-11-10,China PR,Serbia,0,2,Friendly,Guangzhou,China PR,False,2
39373,2017-11-10,England,Germany,0,0,Friendly,London,England,False,2
39374,2017-11-10,France,Wales,2,0,Friendly,Saint-Denis,France,False,2
39375,2017-11-10,Georgia,Cyprus,1,0,Friendly,Gori,Georgia,False,2
39376,2017-11-10,Honduras,Australia,0,0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,2
39377,2017-11-10,Japan,Brazil,1,3,Friendly,Villeneuve-d'Ascq,France,True,2
39380,2017-11-10,Poland,Uruguay,0,0,Friendly,Warsaw,Poland,False,2
39381,2017-11-10,Portugal,Saudi Arabia,3,0,Friendly,Viseu,Portugal,False,2
39382,2017-11-10,South Africa,Senegal,0,2,FIFA World Cup qualification,Polokwane,South Africa,False,2
39383,2017-11-10,Sweden,Italy,1,0,FIFA World Cup qualification,Solna,Sweden,False,2
39384,2017-11-10,Ukraine,Slovakia,2,1,Friendly,L'viv,Ukraine,False,2
39385,2017-11-11,Comoros,Madagascar,1,1,Friendly,Saint-Leu-la-Forêt,France,True,2
39387,2017-11-11,Denmark,Republic of Ireland,0,0,FIFA World Cup qualification,Copenhagen,Denmark,False,2
39388,2017-11-11,Dominican Republic,Nicaragua,1,0,Friendly,San Cristóbal,Dominican Republic,False,2
39389,2017-11-11,Gabon,Mali,0,0,FIFA World Cup qualification,Franceville,Gabon,False,2
39392,2017-11-11,Malawi,Lesotho,1,1,Friendly,Lilongwe,Malawi,False,2
39393,2017-11-11,Namibia,Zimbabwe,3,1,Friendly,Windhoek,Namibia,False,2
39394,2017-11-11,New Zealand,Peru,0,0,FIFA World Cup qualification,Wellington,New Zealand,False,2
39395,2017-11-11,Qatar,Czech Republic,0,1,Friendly,Doha,Qatar,False,2
39396,2017-11-11,Russia,Argentina,0,1,Friendly,Moscow,Russia,False,2
39397,2017-11-11,Spain,Costa Rica,5,0,Friendly,Málaga,Spain,False,2
39398,2017-11-11,Trinidad and Tobago,Grenada,2,2,Friendly,Couva,Trinidad and Tobago,False,2
39399,2017-11-11,Tunisia,Libya,0,0,FIFA World Cup qualification,Radès,Tunisia,False,2
39400,2017-11-11,Zambia,Cameroon,2,2,FIFA World Cup qualification,Ndola,Zambia,False,2
39401,2017-11-12,Benin,Tanzania,1,1,Friendly,Cotonou,Benin,False,2
39402,2017-11-12,Congo,Uganda,1,1,FIFA World Cup qualification,Brazzaville,Congo,False,2
39403,2017-11-12,Ghana,Egypt,1,1,FIFA World Cup qualification,Kumasi,Ghana,False,2
39404,2017-11-12,Greece,Croatia,0,0,FIFA World Cup qualification,Piraeus,Greece,False,2
39405,2017-11-12,Malta,Estonia,0,3,Friendly,Attard,Malta,False,2
39406,2017-11-12,Switzerland,Northern Ireland,0,0,FIFA World Cup qualification,Basel,Switzerland,False,2
39407,2017-11-12,Togo,Mauritius,6,0,Friendly,Lomé,Togo,False,2
39408,2017-11-13,Armenia,Cyprus,3,2,Friendly,Yerevan,Armenia,False,2
39409,2017-11-13,Bulgaria,Saudi Arabia,1,0,Friendly,Lisbon,Portugal,True,2
39410,2017-11-13,Georgia,Belarus,2,2,Friendly,Kutaisi,Georgia,False,2
39412,2017-11-13,Iraq,Syria,1,1,Friendly,Karbala,Iraq,False,2
39413,2017-11-13,Italy,Sweden,0,0,FIFA World Cup qualification,Milan,Italy,False,2
39414,2017-11-13,Kosovo,Latvia,4,3,Friendly,Mitrovica,Kosovo,False,2
39416,2017-11-13,Poland,Mexico,0,1,Friendly,Gdańsk,Poland,False,2
39417,2017-11-13,Turkey,Albania,2,3,Friendly,Antalya,Turkey,False,2
39418,2017-11-14,Algeria,Central African Republic,3,0,Friendly,Algiers,Algeria,False,2
39419,2017-11-14,Argentina,Nigeria,2,4,Friendly,Krasnodar,Russia,True,2
39420,2017-11-14,Austria,Uruguay,2,1,Friendly,Vienna,Austria,False,2
39421,2017-11-14,Belgium,Japan,1,0,Friendly,Bruges,Belgium,False,2
39422,2017-11-14,Bhutan,Oman,2,4,AFC Asian Cup qualification,Thimphu,Bhutan,False,2
39424,2017-11-14,Cambodia,Jordan,0,1,AFC Asian Cup qualification,Phnom Penh,Cambodia,False,2
39425,2017-11-14,China PR,Colombia,0,4,Friendly,Chongqing,China PR,False,2
39426,2017-11-14,England,Brazil,0,0,Friendly,London,England,False,2
39427,2017-11-14,Gabon,Botswana,0,0,Friendly,Franceville,Gabon,False,2
39428,2017-11-14,Germany,France,2,2,Friendly,Cologne,Germany,False,2
39429,2017-11-14,Hong Kong,Lebanon,0,1,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,2
39430,2017-11-14,Hungary,Costa Rica,1,0,Friendly,Budapest,Hungary,False,2
39432,2017-11-14,Republic of Ireland,Denmark,1,5,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
39435,2017-11-14,Nepal,Philippines,0,0,AFC Asian Cup qualification,Lalitpur,Nepal,False,2
39436,2017-11-14,Palestine,Maldives,8,1,AFC Asian Cup qualification,Jenin,Palestine,False,2
39438,2017-11-14,Qatar,Iceland,1,1,Friendly,Doha,Qatar,False,2
39439,2017-11-14,Romania,Netherlands,0,3,Friendly,Bucharest,Romania,False,2
39440,2017-11-14,Russia,Spain,3,3,Friendly,St. Petersburg,Russia,False,2
39441,2017-11-14,Senegal,South Africa,2,1,FIFA World Cup qualification,Dakar,Senegal,False,2
39442,2017-11-14,Singapore,Bahrain,0,3,AFC Asian Cup qualification,Kallang,Singapore,False,2
39443,2017-11-14,Slovakia,Norway,1,0,Friendly,Trnava,Slovakia,False,2
39444,2017-11-14,Tajikistan,Yemen,0,0,AFC Asian Cup qualification,Hisor,Tajikistan,False,2
39445,2017-11-14,Trinidad and Tobago,Guyana,1,1,Friendly,Couva,Trinidad and Tobago,False,2
39446,2017-11-14,Turkmenistan,Chinese Taipei,2,1,AFC Asian Cup qualification,Balkanabat,Turkmenistan,False,2
39447,2017-11-14,United Arab Emirates,Uzbekistan,1,0,Friendly,al-Ain,United Arab Emirates,False,2
39448,2017-11-14,Vietnam,Afghanistan,0,0,AFC Asian Cup qualification,Hanoi,Vietnam,False,2
39449,2017-11-14,Wales,Panama,1,1,Friendly,Cardiff,Wales,False,2
39450,2017-11-15,Australia,Honduras,3,1,FIFA World Cup qualification,Sydney,Australia,False,2
39451,2017-11-15,Peru,New Zealand,2,0,FIFA World Cup qualification,Lima,Peru,False,2
39452,2017-11-18,Fiji,Estonia,0,2,Friendly,Suva,Fiji,False,2
39453,2017-11-22,Vanuatu,Estonia,0,1,Friendly,Port Vila,Vanuatu,False,2
39454,2017-11-25,Indonesia,Guyana,2,1,Friendly,Cikarang,Indonesia,False,2
39455,2017-11-26,New Caledonia,Estonia,1,1,Friendly,Nouméa,New Caledonia,False,2
39456,2017-12-01,Laos,Philippines,1,3,Friendly,Taipei,Chinese Taipei,True,2
39460,2017-12-02,Tonga,Solomon Islands,0,8,Friendly,Port Vila,Vanuatu,True,2
39461,2017-12-03,Kenya,Rwanda,2,0,CECAFA Cup,Kakamega,Kenya,False,2
39463,2017-12-03,Libya,Tanzania,0,0,CECAFA Cup,Machakos,Kenya,True,2
39465,2017-12-03,Chinese Taipei,Philippines,3,0,Friendly,Taipei,Chinese Taipei,False,2
39467,2017-12-04,Indonesia,Mongolia,3,2,Friendly,Banda Aceh,Indonesia,False,2
39469,2017-12-04,Uganda,Burundi,0,0,CECAFA Cup,Kakamega,Kenya,True,2
39471,2017-12-05,Kenya,Libya,0,0,CECAFA Cup,Machakos,Kenya,False,2
39472,2017-12-05,South Sudan,Ethiopia,0,3,CECAFA Cup,Kakamega,Kenya,True,2
39473,2017-12-05,Chinese Taipei,Laos,2,0,Friendly,Taipei,Chinese Taipei,False,2
39476,2017-12-06,Solomon Islands,Fiji,0,0,Friendly,Port Vila,Vanuatu,True,2
39477,2017-12-06,Vanuatu,Tonga,5,0,Friendly,Port Vila,Vanuatu,False,2
